Restaurant Name,place_id,Address,Country,Region,Price,Cuisine,Longitude,Latitude,Phone Number,Michelin Guide Post Link,Google Website Link,Michelin Award,Facilities And Services,Description,SFA Hygiene Grade,Safety Penalty,Review Count,Average Rating,value_tier,value_score,service_tier,service_score,taste_tier,taste_score,value_tier_numeric,service_tier_numeric,taste_tier_numeric
Lixin Teochew Fishball Noodles,ChIJ68Bch38X2jERQSbqQZzhQwQ,"Kim Keat Palm Market & Food Centre, #01-20, Blk 19 Toa Payoh Lor 7, 310019, Singapore",Singapore,Central,1,Street Food,103.8569441,1.3352759,No Phone Number Listed,https://guide.michelin.com/en/singapore-region/singapore/restaurant/lixin-teochew-fishball-noodles,https://www.lixinfishball.com,Bib Gourmand,"Dine-in,Takeaway,Delivery,Cash only",The owner makes the fish balls by hand to ensure they are springy and bursting with umami. Blanched noodles tossed in chilli sauce with crispy cracklings are the perfect companion to the fish ball soup.,B,1,31,4.16,good,0.6195,good,0.454,good,0.8727,3.65,4.16,4.0
Long Kee Wanton Noodle,ChIJC9F9vtwP2jERbcUQLM-VtAk,"Jurong West 505 Market & Food Centre, #01-185, Blk 505, Jurong West Street 52, 640505, Singapore",Singapore,West,1,Street Food,103.7184486,1.349814,No Phone Number Listed,https://guide.michelin.com/en/singapore-region/singapore/restaurant/long-kee-wanton-noodle,https://maps.app.goo.gl/aairEMJNFsP56Ya99,Selected Restaurants,"Dine-in,Takeaway","The signature wonton noodles feature flavoursome bite-size dumplings, served either in soup or tossed in sauces. The noodles are cooked to perfect consistency with a lovely chew. Sliced char siew adds depth.",B,1,26,4.08,good,0.6158,good,0.4531,good,0.8372,3.85,4.08,3.92
Loong Kee Yong Tau Fu,ChIJTef7RswP2jERLBdovbIQSDo,"Jurong West 505 Market & Food Centre, #01-31, Blk 505, Jurong West Street 52, 640505, Singapore",Singapore,West,1,Street Food,103.7182191,1.3495894,No Phone Number Listed,https://guide.michelin.com/en/singapore-region/singapore/restaurant/loong-kee-yong-tau-fu,https://maps.app.goo.gl/7DXhdu7ZNb6Tu7pY7,Selected Restaurants,"Dine-in,Takeaway,Delivery,Wheelchair accessible","Serve yourself with the stuffed tofu or vegetables. You may also add soup, chee cheong fun, laksa, mee or rice.",A,0,28,3.29,good,0.6921,excellent,0.5541,good,0.8359,3.32,3.32,3.46
Lor 9 Beef Kway Teow,ChIJ2YGE1TYY2jEREUsfdsreYeY,"237 Lorong 9 Geylang, 389296, Singapore",Singapore,Central,1,Street Food,103.8767,1.312193,9388 0723,https://guide.michelin.com/en/singapore-region/singapore/restaurant/lor-9-beef-kway-teow,https://maps.app.goo.gl/JMqfR9Cv5gzqmjci6,Selected Restaurants,"Dine-in,Takeaway,Delivery,Outdoor seating,Beer,Coffee,Cash only",Cantonese and Fujian dishes prepared with local ingredients are tweaked to cater to local tastes. The beef kway teow is the main event. Comfort-food classics such as coffee pork ribs and sambal sweet potato leaves are also excellent.,A,0,26,3.92,good,0.7246,excellent,0.5044,good,0.8641,3.35,4.19,3.73
Lor Mee 178,ChIJbx7_8HkZ2jERjwsxnLS4lSo,"Tiong Bahru Market, #02-23, 30 Seng Poh Road, 168898, Singapore",Singapore,Central,1,Street Food,103.8326,1.2846377,No Phone Number Listed,https://guide.michelin.com/en/singapore-region/singapore/restaurant/lor-mee-178,https://maps.app.goo.gl/BtEgQXCiNLNYz94T8,Selected Restaurants,"Dine-in,Takeaway,Cash only,Wheelchair accessible","The rich, robust stock that clings to the egg noodles is the secret behind their tasty lor mee. Deep-fried fish nuggets, pork, and bean sprouts also make every bite satisfying. Grated garlic and cilantro add a zesty boost.",A,0,26,2.85,poor,0.7105,poor,0.4837,good,0.7907,2.92,3.12,3.04
Luke's Oyster Bar & Chop House,ChIJ-bpG_AwZ2jERskkgk4_Fwr8,"22 Gemmill Lane, 069257, Singapore",Singapore,Central,2,Steak House,103.8472284,1.282271,8125 5256,https://guide.michelin.com/en/singapore-region/singapore/restaurant/luke-s-gemmill-lane,https://www.lukes.com.sg,Selected Restaurants,"Dine-in,Takeaway,Reservations,Beer,Wine,Cocktails,Coffee,Credit cards,NFC payments","A favourite with local office workers, this steakhouse and oyster bar, run by a U.S. national, bustles with patrons all day long and is ideal for power lunches or after-work cocktails. It has acquired a faithful crowd of regulars thanks to high-quality food and friendly, slick service. Expect to see U.S. classics on the menu, such as New England clam chowder and Maryland crab cake. The generous portions make it a great venue for get-togethers.",A,0,26,4.12,good,0.709,excellent,0.6795,good,0.9269,3.54,4.15,3.96
MP Thai (Vision Exchange),ChIJH0snnuAR2jERsMxIrUCeYcc,"Vision Exchange, #02-41/42, 2 Venture Drive, 608526, Singapore",Singapore,West,2,Thai,103.744593,1.329991,9119 9710,https://guide.michelin.com/en/singapore-region/singapore/restaurant/mp-thai,https://mpthai.sg,Bib Gourmand,"Dine-in,Takeaway,Reservations,Outdoor seating,Beer,Cocktails,Coffee,Credit cards,NFC payments,Wheelchair accessible","This simple shop may not be the most atmospheric, but its tasty food in generous portions at affordable prices always attracts a crowd. With a Thai owner and all Thai kitchen team, rest assured that the food is as authentic as can be. The tom yum soup strikes a fine balance between sour, sweet, spicy and salty tastes; the BBQ squid is nicely grilled and loaded with umami, perfect with the hot and sour sauce. Reservation recommended.",New,New Pending,28,3.86,good,0.7194,excellent,0.5056,good,0.8031,3.07,3.79,3.5
Ma Cuisine,ChIJQwanoG0Z2jERsK-8U0ks7xw,"38 Craig Road, 089676, Singapore",Singapore,Central,3,French,103.8418934,1.2782652,6224 1838,https://guide.michelin.com/en/singapore-region/singapore/restaurant/ma-cuisine,https://www.macuisinesg.com,1 Star,"Dine-in,Reservations,Outdoor seating,Wine,Cocktails,Coffee,Credit cards,NFC payments","Candles in wine bottles and tables made from wine barrels are among the details that set the authentic small bistro scene here. Wine connoisseurs will be bowled over by the wine cellar and knowledgeable servers, who know every vintage inside out. Classic French recipes are made with local ingredients to cater to the local palate. Many dishes are meant to share, making this lively spot a great place for get-togethers.",A,0,27,4.44,good,0.7346,excellent,0.7729,good,0.8573,3.67,4.3,3.74
Magpie,ChIJ635ZHwAZ2jERHR3nTJ1D_ME,"#01-88, 57 Eng Hoon Street, 160057, Singapore",Singapore,Central,2,Contemporary,103.8332262,1.2849632,No Phone Number Listed,https://guide.michelin.com/en/singapore-region/singapore/restaurant/magpie-1244344,https://www.magpie.city,Selected Restaurants,"Dine-in,Reservations,Outdoor seating,Beer,Wine,Cocktails,Coffee,Credit cards,NFC payments","With mosaic tile flooring, warm wood tones and vintage knickknacks, the interior feels relaxing and modern; meanwhile, the patio beneath a canopy is perfect for al fresco dining. The chef champions borderless cuisine, melding eclectic influences from around the world – Indian, Chinese, European, LatAm and even Fijian touches feature in his ingenious creations that work like a charm. Try the tandoori bread with butter spread perfumed by citrus and pepper aromas.",A,0,30,4.6,excellent,0.6982,excellent,0.7824,good,0.9759,4.17,4.63,4.13
Maison Boulud,ChIJm7S44SYZ2jERBRt2tdzJ37s,"The Shoppes at Marina Bay Sands, #B1-15 & L1-83, 10 Bayfront Avenue, 018956, Singapore",Singapore,Central,2,French,103.8607,1.2852929,6688 6088,https://guide.michelin.com/en/singapore-region/singapore/restaurant/maison-boulud,https://www.marinabaysands.com/restaurants/maison-boulud.html?,Selected Restaurants,"Dine-in,Reservations,Outdoor seating,Wine,Coffee,Credit cards,NFC payments","Located in the shopping mall at Marina Bay Sands, Maison Boulud features a patio on the upper level – boasting stunning views, it is perfect for al fresco dining. The elegant main space (lower level) has an oversized wine cellar displaying impressive vintages. Classic French cuisine, with more sophisticated plating, dominates the menu, but they also have a signature seafood platter, plus dishes infused with Asian touches, such as durian ""royale"" soufflé.",A,0,25,4.36,good,0.7176,excellent,0.8732,good,0.919,3.84,4.4,3.88
Majestic Restaurant,ChIJ8_-PMBIZ2jERdzQvm7nWrHk,"Marina One, The Heart (East Tower) #04-01, 5 Straits View, 018935, Singapore",Singapore,Central,2,Chinese,103.8528577,1.2780668,6250 1988,https://guide.michelin.com/en/singapore-region/singapore/restaurant/majestic-560345,https://restaurantmajestic.com,Selected Restaurants,"Dine-in,Takeaway,Reservations,Beer,Wine,Credit cards,NFC payments,Wheelchair accessible","Laid out beneath a glass roof, the airy dining area overlooks a garden. The food, which draws on modern techniques and time-honoured traditions, is exquisite in both taste and appearance. The claypot chicken with glutinous rice wine, ginger and wood ear fungus boasts silky, free-range meat and spellbinding aromas. The business clientele can opt for items in individual servings. Booking a week ahead recommended.",A,0,26,4.38,good,0.776,excellent,0.7817,good,0.9345,3.81,4.31,3.96
Margaret Drive Sin Kee Chicken Rice,ChIJ_Zxf7kEa2jERao44l2hTwg4,"Block 40, Stall 5, #01-39, Holland Drive, 270040, Singapore",Singapore,Central,1,Street Food,103.7929491,1.3082682,No Phone Number Listed,https://guide.michelin.com/en/singapore-region/singapore/restaurant/margaret-drive-sin-kee-chicken-rice,https://maps.app.goo.gl/k3u1GMu1je4uRa9s6,Bib Gourmand,"Dine-in,Takeaway,Delivery,Outdoor seating,Coffee,Cash only,Wheelchair accessible","Since this stall opened on Margaret Drive years ago, their chicken rice has been made the same way. The juicy, tender meat is served with aromatic oil rice and an addictive ground ginger sauce. The gizzards are equally good.",A,0,26,3.54,good,0.6563,excellent,0.434,good,0.8405,3.23,3.62,3.38
Marguerite,ChIJa3HUZmgZ2jERrWFEDnAu24o,"Flower Dome, #01-09, Gardens by The Bay, 18 Marina Gardens Drive, 018953, Singapore",Singapore,Central,3,European,103.8639515,1.2849725,9788 5128,https://guide.michelin.com/en/singapore-region/singapore/restaurant/marguerite,https://marguerite.com.sg,1 Star,"Dine-in,Reservations,Beer,Wine,Cocktails,Coffee,Credit cards,Wheelchair accessible","Dining in the Flower Dome makes for a back-to-nature moment and Chef Wilson does it with a touch of class. In his tasting menu, gracefully presented courses are underpinned by solid techniques, packed with oomph and flavours bold enough to match the showy, colourful blooms. The wine list showcases some rare labels, including bottles from Lebanon and Morocco, while the temperance pairing is also interesting. Service is seamless and personable.",A,0,18,4.61,good,0.7197,excellent,0.8618,good,0.9314,3.78,4.67,4.11
Maxwell Fuzhou Oyster Cake,ChIJ3x7is3IZ2jERj5SRybs_E2Y,"Maxwell Food Centre, #01-05, 1 Kadayanallur Street, 069184, Singapore",Singapore,Central,1,Street Food,103.84473,1.28033,No Phone Number Listed,https://guide.michelin.com/en/singapore-region/singapore/restaurant/maxwell-fuzhou-oyster-cake,https://maps.app.goo.gl/5JV4AZkbZkn5gSZe7,Selected Restaurants,"Takeaway,Beer","The second-generation owner still fries oyster cakes à la minute as her mother did in the 1960s. They may be darker than usual, but the minced pork, oysters, prawns and coriander are still soft and juicy under the crispy crust.",B,1,27,3.59,good,0.7496,excellent,0.4748,good,0.847,3.15,3.74,3.52
Mellben Seafood (Ang Mo Kio),ChIJgxGXnNsW2jEReh6IGeC_1yI,"Block 232, #01-1222, Ang Mo Kio Avenue 3, 560232, Singapore",Singapore,North-East,2,Seafood,103.83717,1.36839,6285 6762,https://guide.michelin.com/en/singapore-region/singapore/restaurant/mellben-seafood-ang-mo-kio,https://www.mellbensignature.sg/mellben-seafood/,Selected Restaurants,"Dine-in,Takeaway,Reservations,Outdoor seating,Beer,Wine,Coffee,Credit cards,NFC payments,Wheelchair accessible","It may not be in the most convenient location but that doesn’t deter the crowds from descending on this open-air space. Nearly everyone is here for one thing: crab. The chef has 15 different ways to cook them, from black pepper crab to creamy butter crab and that, of course, includes the classic chilli crab. There’s also live seafood available, along with cze char dishes – and the claypot bee hoon soup is delicious.",A,0,25,3.68,good,0.6488,good,0.3762,good,0.7209,3.12,3.48,3.56
Meta Restaurant,ChIJ6WJrhG0Z2jERFtVbDrD08jM,"9 Mohamed Sultan Road, 238959, Singapore",Singapore,Central,3,Fine Dining,103.8417604,1.29391,6513 0898,https://guide.michelin.com/en/singapore-region/singapore/restaurant/meta-570540,https://metarestaurant.sg,2 Stars,"Dine-in,Delivery,Reservations,Beer,Wine,Coffee,Credit cards,NFC payments","Chef Sun Kim hails from Korea's Busan and his refined modern cooking combines Korean traditions and bold flavours with minimalist plating. The single tasting menu is dominated by seafood and vegetables, as seen in steamed Jeju abalone with gochujang seaweed risotto – the tender mollusc, creamy rice and crunchy lily bulbs feature contrasting textures. In addition to wine pairing, the non-alcoholic Korean drink flight is also worth trying.",A,0,27,4.26,good,0.6874,excellent,0.8223,good,0.9286,3.93,4.44,3.78
Min Jiang Dempsey,ChIJl67Rr1wa2jERh76IxLI5V3A,"7A & 7B Dempsey Road, 249684, Singapore",Singapore,Central,2,Chinese,103.8083222,1.3049401,6774 0122,https://guide.michelin.com/en/singapore-region/singapore/restaurant/min-jiang-at-dempsey,https://www.goodwoodparkhotel.com/dining/min-jiang-dempsey,Selected Restaurants,"Dine-in,Takeaway,Reservations,Outdoor seating,Beer,Wine,Cocktails,Coffee,Credit cards,NFC payments,Wheelchair accessible","Amidst lush greenery, the one-storey colonial structure houses an airy dining room done up in a yellow, gold and green palette, boasting floor-to-ceiling windows, wood details and rattan furniture. The menu is Cantonese and Sichuanese with a touch of finesse and subtlety. Must-try items include turbot fish two ways, Beijing duck grilled in a wood-fire oven and various dim sum. There are also many good choices for vegetarians.",A,0,26,4.77,good,0.7382,excellent,0.8533,good,0.9532,3.96,4.5,3.88
Mustard Seed,ChIJJYnqop4X2jERtrCj3InYydg,"75 Brighton Crescent, 559216, Singapore",Singapore,North-East,3,Singaporean,103.8711608,1.3630824,9772 4553,https://guide.michelin.com/en/singapore-region/singapore/restaurant/mustard-seed,https://www.mustardseed.sg,Selected Restaurants,"Dine-in,Reservations,Beer,Wine,Credit cards,NFC payments","Before you can experience the head chef’s unique take on Singaporean-Japanese fusion cooking, you have to book a table online months ahead. Punctuality is key as the food is only served after all the guests are seated at 7:30pm sharp. The 8- or 9-course omakase-style menu changes every two months, reinventing national dishes like rojak and laksa with clever Japanese twists. Everything is served by the chefs, who take the time to explain each dish.",B,1,26,4.54,good,0.7067,excellent,0.6635,good,0.9423,3.62,4.5,3.81
Mustard Singapore - Flavours of Bengal & Punjab,ChIJV9TVVMcZ2jERA8I-uRsV6ds,"32 Race Course Road, 218552, Singapore",Singapore,Central,2,Indian,103.850682,1.307995,6297 8422,https://guide.michelin.com/en/singapore-region/singapore/restaurant/mustard,https://www.mustardsingapore.com/,Selected Restaurants,"Dine-in,Takeaway,Delivery,Reservations,Outdoor seating,Beer,Wine,Cocktails,Coffee,Credit cards,NFC payments","This halal restaurant specialising in Bengali and Punjabi cuisines is christened Mustard because the spice is used extensively in both cuisines. For instance, mustard oil is often used in place of coconut oil in Bengali cooking. Try their maacher cutlet – deep-fried fish croquettes served with a house-made fermented mustard sauce called Kashundi, which tastes strong and spicy. All food is made to order, but is so worth the wait.",A,0,21,4.9,good,0.6921,excellent,0.6503,good,0.9268,3.95,4.57,4.05
Muthu's Curry,ChIJkYBwH8cZ2jERD6jfTNAFHMs,"#01-01, 138 Race Course Road, 218591, Singapore",Singapore,Central,2,Indian,103.85204,1.30965,6392 1722,https://guide.michelin.com/en/singapore-region/singapore/restaurant/muthu-s-curry-little-india,https://www.muthuscurry.com,Bib Gourmand,"Dine-in,Takeaway,Delivery,Reservations,Outdoor seating,Beer,Wine,Coffee,Credit cards,NFC payments,Wheelchair accessible","‘Muthu’ means pearl in Tamil, which befits this gem (with another branche) serving traditional dishes from both the Southern and Northern regions of India. Originally called Muthu Makkan, the owner expanded and renamed the restaurant in 1982. The signature fish head, South Indian-style, uses a secret blend of spices. Swimmer crabs, masala prawns, lamb rack and tandoori chicken are also big hits among diners. Ask about the monthly specials.",A,0,27,4.81,good,0.7111,excellent,0.8363,good,0.9515,4.11,4.67,4.07
Na Na Curry,ChIJmVCnyRgQ2jERWhojEMyNiEY,"115 Bukit Merah View Market & Hawker Centre, #01-47, Blk 115 Bukit Merah View, 151115, Singapore",Singapore,Central,1,Street Food,103.82203,1.285599,No Phone Number Listed,https://guide.michelin.com/en/singapore-region/singapore/restaurant/na-na-curry,https://maps.app.goo.gl/DCCjnZe1uAkTmYWS8,Bib Gourmand,"Dine-in,Takeaway,Delivery,Reservations,Outdoor seating,NFC payments,Wheelchair accessible","The fish head curry with eggplant, okra and tofu puff stands out with its aromatic spice paste made from scratch, paired with a hint of coconut milk. The fish, lamb and chicken curry are also popular.",B,1,23,4.0,good,0.6736,excellent,0.4961,good,0.8723,3.48,4.13,3.78
Na Oh,ChIJD2NmYwAP2jERgF_kHfBkojk,"Hyundai Motor Group Innovation Center Singapore, Level 3, 2 Bulim Link, 649674, Singapore",Singapore,West,2,Korean,103.7117347,1.3530609,6263 1548,https://guide.michelin.com/en/singapore-region/singapore/restaurant/na-oh,https://www.hyundai.com/sg/naoh,Selected Restaurants,"Dine-in,Reservations,Outdoor seating,Beer,Wine,Coffee,Credit cards,NFC payments","The joint venture between a motor group and Korean-American chef Corey Lee advocates a ‘seed to table’ concept, whereby most of the veggies served are picked every morning from the ‘smart’ farm abutting the dining room. The combination of Korean culinary traditions and cutting-edge technology is quite inspiring. The kitchen of mostly Korean natives delivers a single seasonal tasting menu of refined Korean dishes.",B,1,28,4.79,good,0.7168,excellent,0.7742,good,0.9826,4.14,4.79,4.18
Naeum,ChIJ0zevoBEZ2jER9eYTLSlcX1Q,"161 Telok Ayer Street, 068615, Singapore",Singapore,Central,3,Fine Dining,103.84755,1.28033,8830 5016,https://guide.michelin.com/en/singapore-region/singapore/restaurant/nae-um,https://naeum.sg,1 Star,"Dine-in,Reservations,Beer,Wine,Cocktails,Coffee,Credit cards,NFC payments","The bright room is furnished in a cream and birch colour scheme, imparting calmness and warmth. The Korean chef Louis Han named his restaurant Nae:um, meaning a fragrance that evokes memories. Food culture and recollections of his home country are at the core of his episodic menu that changes with seasons. Innovative courses are precisely executed and presented in an ethereal, refreshing manner, but have inklings of their Korean roots.",A,0,29,4.66,good,0.6252,excellent,0.6547,good,0.9075,3.76,4.41,3.86
Nam Sing Hokkien Fried Mee,ChIJ8SqsVkcY2jEReADU0PpZ-AM,"51 Old Airport Road Food Centre, #01-32, 51 Old Airport Road, 390051, Singapore",Singapore,Central,1,Street Food,103.88579,1.30825,No Phone Number Listed,https://guide.michelin.com/en/singapore-region/singapore/restaurant/nam-sing-hokkien-fried-mee,https://maps.app.goo.gl/bYxSNqnQLnG464kD6,Bib Gourmand,"Dine-in,Takeaway,Wheelchair accessible",This stall has been serving just one item since opening its doors in 1960 – Hokkien fried mee with prawns. The egg noodles and rice vermicelli are tossed in a rich broth made with prawn shells and tomalley to impart deep umami.,A,0,25,2.88,poor,0.6331,poor,0.4026,good,0.7702,2.76,3.12,3.0
Nasi Lemak Ayam Taliwang,ChIJxzl0_kEU2jERqaaRi-zffVU,"Yishun Park Hawker Centre, #01-33, 51 Yishun Avenue 11, 768867, Singapore",Singapore,North,1,Street Food,103.8447273,1.4249952,No Phone Number Listed,https://guide.michelin.com/en/singapore-region/singapore/restaurant/nasi-lemak-ayam-taliwang,https://maps.app.goo.gl/pXpXcV8sfGEous9V8,Selected Restaurants,"Dine-in,Takeaway,Delivery,Outdoor seating,Coffee,NFC payments,Wheelchair accessible",Traditional coconut milk rice with Indonesian spicy chicken and sambal sauce.,B,1,18,4.33,good,0.8209,excellent,0.7965,good,0.8357,3.61,4.44,3.89
National Kitchen by Violet Oon,ChIJ33v3PKcZ2jERNogFrxUdKEo,"National Gallery Singapore, #02-01, (Coleman Street entrance), 1 St. Andrew's Road, 178957, Singapore",Singapore,Central,2,Singaporean,103.85155,1.2896,9834 9935,https://guide.michelin.com/en/singapore-region/singapore/restaurant/national-kitchen,https://violetoon.com/,Selected Restaurants,"Dine-in,Takeaway,Delivery,Reservations,Beer,Wine,Cocktails,Coffee,Credit cards,NFC payments,Wheelchair accessible","Art and sculptures aren’t the only treasures found in the National Gallery – on the 2nd floor is this restaurant from Violet Oon, Singapore’s own national treasure and one of its greatest ambassadors. The handsome, panelled 1920s-style dining room is an ideal backdrop to the cooking which, through its spicing, contrasting textures and enticing aromas, showcases Singapore’s unique culinary heritage. This is a restaurant with genuine charm.",B,1,25,4.08,good,0.6977,excellent,0.7393,good,0.8713,3.8,4.28,3.84
New Lucky Claypot Rice,ChIJLW8NAGoa2jERFAwt59aNA2E,"Holland Drive Market & Food Centre, #02-19, 44 Holland Drive, 270044, Singapore",Singapore,Central,1,Street Food,103.7929898,1.3083243,6778 7808,https://guide.michelin.com/en/singapore-region/singapore/restaurant/new-lucky-claypot-rice,https://maps.app.goo.gl/StoWbpo1RiJ6vuBy9,Bib Gourmand,"Dine-in,Takeaway,Reservations,Cash only,Wheelchair accessible","The claypot rice here is cooked to order over charcoal from scratch; the rice grains are left soft, chewy and separable from each other. The portion size is plenty for two to share. To avoid a long wait, call to pre-order.",A,0,21,3.52,good,0.7308,good,0.5189,good,0.9206,3.29,3.43,3.29
New World Mutton Soup,ChIJyZxTRrMi2jERupqrETYXp5c,"Bedok Interchange Hawker Centre, #01-23, 208 New Upper Changi Road, 460208, Singapore",Singapore,East,1,Street Food,103.9306438,1.324706,No Phone Number Listed,https://guide.michelin.com/en/singapore-region/singapore/restaurant/new-world-mutton-soup,https://maps.app.goo.gl/gMcvF1rKjaApyZ8v7,Selected Restaurants,"Dine-in,Takeaway,Wheelchair accessible","The speciality here – mutton soup – is briny-sweet with plenty of umami, and finely shredded ginger to add zing. Other lamb specialities such as rib soup, kway teow, meatballs, lamb tendon and offal are also worth trying.",A,0,28,2.14,poor,0.6843,terrible,0.4114,good,0.7539,2.54,2.57,3.07
No.18 Zion Road Fried Kway Teow,ChIJDcuaEYMZ2jER-hNhv38zuw0,"Zion Riverside Food Centre, #017, 70 Zion Road, 247792, Singapore",Singapore,Central,1,Street Food,103.8312625,1.292604,No Phone Number Listed,https://guide.michelin.com/en/singapore-region/singapore/restaurant/no-18-zion-road-fried-kway-teow,https://maps.app.goo.gl/WfsJMTpmsmaMEizb7,Bib Gourmand,"Dine-in,Takeaway,Outdoor seating,Wheelchair accessible","Kway teow noodles are fried to order and topped with fish cake and cockles. The wok hei impresses with its robust flavours and a hint of spiciness, while the cockles impart extra umami. The wait can be long, but is well worth it.",A,0,31,3.81,good,0.7774,excellent,0.5229,good,0.833,3.16,3.68,3.52
Nouri,ChIJq9pPbw0Z2jERqnm8RBMSAjY,"72 Amoy Street, 069891, Singapore",Singapore,Central,4,Fine Dining,103.84713,1.28086,9230 2477,https://guide.michelin.com/en/singapore-region/singapore/restaurant/nouri,https://nouri.com.sg/,1 Star,"Dine-in,Takeaway,Delivery,Reservations,Beer,Wine,Cocktails,Coffee,Credit cards,NFC payments","Championing a concept of “crossroads” cooking, the chef explores how cultures, ingredients, and geographical locations intersect with a menu that unfolds like a narrative. Motifs such as vanilla and turmeric are repeated throughout and lighter flavours build up to a tour-de-force climax. The marble table and conjoining chef’s counter are the preferred front row seats to interact with and watch the chefs work.",A,0,20,4.5,excellent,0.6046,excellent,0.8384,good,0.9324,4.05,4.7,4.1
Nyonya Chendol,ChIJFQ-fT2MV2jERfYHe1fwjSK0,"Chong Pang Market and Food Centre, #01-162, 105 Yishun Ring Road, 760105, Singapore",Singapore,North,1,Street Food,103.8279828,1.4318534,No Phone Number Listed,https://guide.michelin.com/en/singapore-region/singapore/restaurant/nyonya-chendol,https://maps.app.goo.gl/QWtnjMVVQrmFjev68,Selected Restaurants,"Dine-in,Takeaway,Wheelchair accessible","The stall specialises in the classic iced dessert chendol. Pandan-flavoured flour jelly, coconut milk and palm sugar syrup impart the right level of sweetness. Extra toppings like red beans or durian are available.",B,1,28,4.36,good,0.6922,excellent,0.5903,good,0.9053,3.79,4.29,3.89
Nmada,ChIJEUWnvroZ2jERBU_DTOdP66M,"1 Keong Saik Road, 089109, Singapore",Singapore,Central,2,Spanish,103.8415477,1.2789693,8209 7809,https://guide.michelin.com/en/singapore-region/singapore/restaurant/nomada,https://nomadarestaurant.sg,Selected Restaurants,"Dine-in,Reservations,Outdoor seating,Beer,Wine,Cocktails,Coffee,Credit cards,NFC payments,Wheelchair accessible","After travelling the world to broaden his culinary know-how, this culinary nomad has decided to settle with Spanish cuisine, but adds bold, exciting global influences – the traditional Mediterranean grilled octopus gets a makeover with Japanese bonito broth. The menu sees tapas rubbing shoulders with dishes to share of the likes of Spanish suckling pig or paella. The relaxed, bustling vibe also adds to the establishment’s appeal.",B,1,18,4.89,good,0.6974,excellent,0.8358,good,0.9537,3.94,4.89,4.11
Odette,ChIJbUjtT6cZ2jERJOB8kHFKljI,"National Gallery, #01-04, 1 St. Andrew's Road (entrance via Supreme Court wing's foyer), 178957, Singapore",Singapore,Central,4,Fine Dining,103.8516,1.2896459,9822 8283,https://guide.michelin.com/en/singapore-region/singapore/restaurant/odette,https://odetterestaurant.com,3 Stars,"Dine-in,Reservations,Beer,Wine,Cocktails,Coffee,Credit cards,NFC payments,Wheelchair accessible","Where better to find a priceless jewel of the Singapore dining scene than in The National Gallery? Chef Julien Royer and his highly accomplished kitchen make wonderful use of luxury ingredients of unimpeachable quality. Creative combinations, impeccable techniques and exquisite plating result in dishes that are as elegant as they are memorable. The understated and graceful room, overseen by a highly polished service team, provides the perfect backdrop.",A,0,27,4.33,good,0.5826,excellent,0.7897,good,0.8703,4.04,4.59,4.07
Olivia Restaurant & Lounge,ChIJHfUPa50Z2jERGJvm5OXf788,"#01-03, 55 Keong Saik Road, 089158, Singapore",Singapore,Central,2,Spanish,103.8416376,1.2807626,6221 0522,https://guide.michelin.com/en/singapore-region/singapore/restaurant/olivia-1196203,https://www.olivia.sg/,Selected Restaurants,"Dine-in,Takeaway,Reservations,Outdoor seating,Beer,Wine,Cocktails,Coffee,Credit cards,NFC payments","Come to this lively Catalan hotspot for tapas and small plates, which boast delicate handiwork, modern plating and lashings of flavour. Try the 'Segovia' style suckling Iberico pig or ‘A Feira’ octopus – pork belly and octopus in a silky potato foam with caramelised onion. Be sure to save room for their iconic creamy cheesecake. The chic interior by Barcelona-based designer Rosa-Violán embodies the Mediterranean soul, whisking diners instantly off to Spain.",A,0,28,4.61,excellent,0.7482,excellent,0.8607,good,0.7564,3.75,4.54,3.82
Omakase @ Stevens,ChIJz4l7i-kZ2jER108n4oib6XY,"#01-03, 30 Stevens Road, 257840, Singapore",Singapore,Central,4,Japanese,103.8286826,1.3137694,6735 8282,https://guide.michelin.com/en/singapore-region/singapore/restaurant/omakase-stevens,https://www.omakase.com.sg,1 Star,"Dine-in,Reservations,Beer,Wine,Cocktails,Credit cards,NFC payments,Wheelchair accessible","The chef hails from Osaka and honed his skills in some of Tokyo’s top kitchens. In his 6- or 8-course omakase menu, he revisits his Japanese roots with classic French techniques. Exquisite dishes made with quality seasonal Japanese produce taste light, sophisticated and subtle. With only 16 seats at the pine wood counter overlooking the open kitchen, reservations are recommended. The immaculate service further adds to the experience.",A,0,25,4.8,good,0.6503,excellent,0.8195,good,0.919,4.08,4.4,4.12
Open Farm Community,ChIJO2p_TiIa2jERYTSzmsYImjw,"130E Minden Road, 248819, Singapore",Singapore,Central,2,International,103.8161,1.305662,6471 0306,https://guide.michelin.com/en/singapore-region/singapore/restaurant/open-farm-community,https://www.openfarmcommunity.com/,Selected Restaurants,"Dine-in,Takeaway,Delivery,Reservations,Outdoor seating,Beer,Wine,Cocktails,Coffee,Credit cards,NFC payments,Wheelchair accessible","Adjacent to the Botanic Garden, this verdantly set glasshouse combines an urban farm and dining concept. The founder-chef advocates an eco-friendly philosophy and therefore designed a mostly plant-based menu. Produce may be sourced from local artisan farms as well as Malaysia, but the food shows eclectic technique and flavours from around the world. The menu offers vegan, vegetarian and gluten-free options to cater to different dietary needs.",A,0,28,3.29,good,0.7337,excellent,0.6292,good,0.7757,3.0,3.68,3.36
